"날짜","종가","시가","고가","저가","거래량","변동 %"
"1999- 09- 02","2,734.24","2,716.15","2,750.82","2,698.18","","-0.60%"
"1999- 09- 01","2,750.80","2,752.33","2,768.55","2,739.11","","0.42%"
"1999- 08- 31","2,739.35","2,717.26","2,739.90","2,671.67","","0.98%"
"1999- 08- 30","2,712.69","2,763.83","2,769.07","2,703.10","","-1.67%"
"1999- 08- 27","2,758.90","2,792.47","2,795.18","2,752.48","","-0.57%"
"1999- 08- 26","2,774.62","2,808.42","2,819.90","2,774.11","","-1.10%"
"1999- 08- 25","2,805.60","2,772.82","2,810.10","2,750.72","","1.93%"
"1999- 08- 24","2,752.37","2,708.80","2,777.00","2,708.06","","1.21%"
"1999- 08- 23","2,719.57","2,670.70","2,719.91","2,670.70","","2.69%"
"1999- 08- 20","2,648.33","2,635.05","2,648.41","2,620.21","","1.03%"
"1999- 08- 19","2,621.43","2,637.74","2,638.76","2,612.28","","-1.37%"
"1999- 08- 18","2,657.73","2,671.13","2,683.15","2,657.39","","-0.51%"
"1999- 08- 17","2,671.22","2,674.47","2,680.00","2,631.34","","0.98%"
"1999- 08- 16","2,645.28","2,644.67","2,661.15","2,623.05","","0.28%"
"1999- 08- 13","2,637.81","2,590.17","2,637.82","2,590.17","","3.46%"
"1999- 08- 12","2,549.49","2,567.21","2,586.10","2,548.51","","-0.60%"
"1999- 08- 11","2,564.98","2,532.54","2,565.15","2,501.78","","3.01%"
"1999- 08- 10","2,490.11","2,513.14","2,521.65","2,442.22","","-1.15%"
"1999- 08- 09","2,518.98","2,562.05","2,563.72","2,517.46","","-1.14%"
"1999- 08- 06","2,547.97","2,552.03","2,592.33","2,535.63","","-0.70%"
"1999- 08- 05","2,565.83","2,539.24","2,565.83","2,474.41","","1.02%"
"1999- 08- 04","2,540.00","2,590.20","2,603.68","2,538.88","","-1.85%"
"1999- 08- 03","2,587.99","2,647.81","2,649.21","2,564.25","","-1.36%"
"1999- 08- 02","2,623.63","2,638.31","2,670.81","2,617.22","","-0.56%"
"1999- 07- 30","2,638.49","2,657.83","2,676.45","2,631.87","","-0.06%"
"1999- 07- 29","2,640.01","2,663.96","2,705.84","2,627.80","","-2.43%"
"1999- 07- 28","2,705.84","2,684.04","2,709.76","2,660.62","","0.99%"
"1999- 07- 27","2,679.33","2,658.26","2,685.04","2,650.18","","2.30%"
"1999- 07- 26","2,619.19","2,656.30","2,666.66","2,619.08","","-2.72%"
"1999- 07- 23","2,692.40","2,700.86","2,708.87","2,668.43","","0.30%"
"1999- 07- 22","2,684.44","2,749.05","2,749.05","2,679.35","","-2.80%"
"1999- 07- 21","2,761.77","2,742.83","2,769.60","2,728.37","","1.08%"
"1999- 07- 20","2,732.18","2,806.37","2,830.28","2,728.81","","-3.47%"
"1999- 07- 19","2,830.29","2,874.61","2,874.92","2,829.89","","-1.19%"
"1999- 07- 16","2,864.48","2,851.52","2,871.90","2,839.37","","0.88%"
"1999- 07- 15","2,839.37","2,828.61","2,840.03","2,813.52","","0.75%"
"1999- 07- 14","2,818.13","2,796.62","2,818.14","2,771.21","","1.44%"
"1999- 07- 13","2,778.23","2,768.82","2,790.55","2,755.84","","-0.44%"
"1999- 07- 12","2,790.44","2,805.08","2,812.35","2,774.77","","-0.09%"
"1999- 07- 09","2,793.07","2,785.34","2,793.26","2,767.37","","0.77%"
"1999- 07- 08","2,771.86","2,744.48","2,775.52","2,731.12","","1.05%"
"1999- 07- 07","2,743.04","2,742.33","2,748.82","2,724.37","","0.23%"
"1999- 07- 06","2,736.78","2,760.01","2,787.17","2,733.63","","-0.15%"
"1999- 07- 02","2,741.02","2,712.90","2,741.02","2,706.18","","1.29%"
"1999- 07- 01","2,706.18","2,692.96","2,711.76","2,658.26","","0.75%"
"1999- 06- 30","2,686.12","2,639.79","2,696.87","2,621.06","","1.67%"
"1999- 06- 29","2,642.11","2,602.98","2,642.11","2,594.32","","1.52%"
"1999- 06- 28","2,602.44","2,568.47","2,602.45","2,554.95","","1.95%"
"1999- 06- 25","2,552.65","2,573.00","2,587.15","2,542.36","","-0.05%"
"1999- 06- 24","2,553.99","2,596.71","2,598.13","2,550.14","","-1.70%"
"1999- 06- 23","2,598.12","2,569.40","2,598.13","2,557.46","","0.69%"
"1999- 06- 22","2,580.26","2,618.34","2,642.36","2,580.26","","-1.90%"
"1999- 06- 21","2,630.28","2,578.20","2,630.28","2,563.44","","2.61%"
"1999- 06- 18","2,563.44","2,524.81","2,564.44","2,524.81","","0.76%"
"1999- 06- 17","2,544.15","2,500.35","2,549.99","2,494.28","","1.05%"
"1999- 06- 16","2,517.83","2,465.01","2,517.85","2,414.66","","4.27%"
"1999- 06- 15","2,414.67","2,403.47","2,434.52","2,397.40","","0.68%"
"1999- 06- 14","2,398.31","2,453.23","2,456.17","2,397.12","","-2.03%"
"1999- 06- 11","2,447.88","2,495.59","2,506.19","2,442.87","","-1.48%"
"1999- 06- 10","2,484.62","2,504.24","2,523.49","2,468.58","","-1.38%"
"1999- 06- 09","2,519.35","2,495.12","2,519.57","2,491.71","","1.81%"
"1999- 06- 08","2,474.56","2,526.11","2,534.48","2,472.05","","-1.97%"
"1999- 06- 07","2,524.21","2,490.83","2,528.05","2,478.34","","1.85%"
"1999- 06- 04","2,478.34","2,419.46","2,478.34","2,419.46","","3.12%"
"1999- 06- 03","2,403.32","2,440.75","2,444.04","2,402.29","","-1.20%"
"1999- 06- 02","2,432.41","2,411.32","2,436.57","2,364.59","","0.84%"
"1999- 06- 01","2,412.03","2,467.51","2,470.53","2,411.97","","-2.37%"
"1999- 05- 28","2,470.52","2,427.83","2,470.64","2,412.11","","2.12%"
"1999- 05- 27","2,419.15","2,421.10","2,440.08","2,400.94","","-0.33%"
"1999- 05- 26","2,427.18","2,407.86","2,427.18","2,339.12","","1.94%"
"1999- 05- 25","2,380.90","2,454.63","2,466.17","2,379.61","","-2.97%"
"1999- 05- 24","2,453.66","2,529.30","2,529.30","2,444.89","","-2.64%"
"1999- 05- 21","2,520.14","2,551.42","2,553.76","2,509.24","","-0.87%"
"1999- 05- 20","2,542.23","2,585.46","2,587.33","2,542.23","","-1.36%"
"1999- 05- 19","2,577.40","2,568.44","2,577.93","2,540.38","","0.74%"
"1999- 05- 18","2,558.36","2,569.59","2,576.43","2,543.32","","-0.14%"
"1999- 05- 17","2,561.84","2,517.26","2,561.85","2,494.51","","1.34%"
"1999- 05- 14","2,527.86","2,549.33","2,558.59","2,519.53","","-2.10%"
"1999- 05- 13","2,582.00","2,621.74","2,632.74","2,581.75","","-0.94%"
"1999- 05- 12","2,606.54","2,584.57","2,610.33","2,548.24","","1.55%"
"1999- 05- 11","2,566.68","2,553.02","2,574.37","2,542.42","","1.59%"
"1999- 05- 10","2,526.39","2,516.84","2,536.11","2,500.74","","0.91%"
"1999- 05- 07","2,503.62","2,499.53","2,507.72","2,462.27","","1.27%"
"1999- 05- 06","2,472.28","2,532.41","2,546.36","2,464.57","","-2.45%"
"1999- 05- 05","2,534.45","2,498.15","2,534.45","2,430.65","","1.99%"
"1999- 05- 04","2,485.12","2,535.81","2,557.21","2,482.49","","-1.99%"
"1999- 05- 03","2,535.58","2,546.33","2,549.10","2,512.37","","-0.29%"
"1999- 04- 30","2,542.85","2,565.87","2,578.06","2,488.40","","0.57%"
"1999- 04- 29","2,528.44","2,544.93","2,553.10","2,500.75","","-0.86%"
"1999- 04- 28","2,550.37","2,601.13","2,610.91","2,544.90","","-2.00%"
"1999- 04- 27","2,602.41","2,671.57","2,677.76","2,602.13","","-1.87%"
"1999- 04- 26","2,652.05","2,617.09","2,661.51","2,590.69","","2.37%"
"1999- 04- 23","2,590.69","2,563.87","2,603.10","2,538.00","","1.14%"
"1999- 04- 22","2,561.61","2,551.13","2,561.79","2,525.26","","2.91%"
"1999- 04- 21","2,489.08","2,428.89","2,489.84","2,404.71","","3.30%"
"1999- 04- 20","2,409.64","2,355.26","2,409.78","2,329.87","","2.73%"
"1999- 04- 19","2,345.61","2,501.71","2,501.71","2,341.35","","-5.57%"
"1999- 04- 16","2,484.04","2,528.51","2,528.51","2,476.93","","-1.50%"
"1999- 04- 15","2,521.77","2,535.19","2,536.34","2,443.02","","0.58%"
"1999- 04- 14","2,507.28","2,621.52","2,628.19","2,507.28","","-2.95%"
"1999- 04- 13","2,583.50","2,626.85","2,632.51","2,575.05","","-0.59%"
"1999- 04- 12","2,598.81","2,530.99","2,606.24","2,526.84","","0.22%"
"1999- 04- 09","2,593.05","2,574.98","2,599.20","2,561.51","","0.76%"
"1999- 04- 08","2,573.39","2,553.45","2,573.97","2,515.20","","1.14%"
"1999- 04- 07","2,544.43","2,594.78","2,596.25","2,511.39","","-0.73%"
"1999- 04- 06","2,563.17","2,555.48","2,582.37","2,544.04","","0.12%"
"1999- 04- 05","2,560.06","2,523.98","2,560.10","2,515.70","","2.67%"
"1999- 04- 01","2,493.37","2,493.07","2,502.46","2,460.24","","1.30%"
"1999- 03- 31","2,461.40","2,508.34","2,520.63","2,458.77","","-0.76%"
"1999- 03- 30","2,480.29","2,492.17","2,506.79","2,477.62","","-0.50%"
"1999- 03- 29","2,492.84","2,442.59","2,492.84","2,419.17","","3.05%"
"1999- 03- 26","2,419.17","2,425.05","2,445.72","2,410.46","","-0.64%"
"1999- 03- 25","2,434.80","2,399.72","2,434.89","2,365.58","","2.94%"
"1999- 03- 24","2,365.28","2,326.63","2,365.35","2,305.64","","1.83%"
"1999- 03- 23","2,322.84","2,388.04","2,395.94","2,319.96","","-3.05%"
"1999- 03- 22","2,395.94","2,428.39","2,430.85","2,395.29","","-1.05%"
"1999- 03- 19","2,421.27","2,480.39","2,480.63","2,420.21","","-1.69%"
"1999- 03- 18","2,462.96","2,425.36","2,463.01","2,423.54","","1.40%"
"1999- 03- 17","2,428.97","2,440.22","2,441.72","2,419.85","","-0.42%"
"1999- 03- 16","2,439.27","2,437.98","2,450.01","2,423.81","","0.32%"
"1999- 03- 15","2,431.44","2,392.54","2,431.45","2,375.83","","2.10%"
"1999- 03- 12","2,381.53","2,411.48","2,411.50","2,362.87","","-1.27%"
"1999- 03- 11","2,412.25","2,419.12","2,437.39","2,391.55","","0.26%"
"1999- 03- 10","2,406.00","2,407.10","2,408.95","2,378.81","","0.55%"
"1999- 03- 09","2,392.94","2,396.52","2,433.37","2,385.52","","-0.20%"
"1999- 03- 08","2,397.62","2,357.32","2,398.19","2,353.74","","2.59%"
"1999- 03- 05","2,337.11","2,329.58","2,339.21","2,292.89","","1.93%"
"1999- 03- 04","2,292.89","2,286.29","2,311.18","2,250.63","","1.22%"
"1999- 03- 03","2,265.20","2,274.04","2,280.97","2,235.19","","0.27%"
"1999- 03- 02","2,259.03","2,303.62","2,317.57","2,257.07","","-1.58%"
"1999- 03- 01","2,295.18","2,286.83","2,300.82","2,264.32","","0.31%"
"1999- 02- 26","2,288.03","2,320.49","2,326.82","2,277.18","","-1.67%"
"1999- 02- 25","2,326.82","2,329.39","2,339.38","2,286.91","","-0.54%"
"1999- 02- 24","2,339.38","2,389.75","2,405.29","2,338.90","","-1.56%"
"1999- 02- 23","2,376.35","2,360.68","2,386.48","2,342.01","","1.47%"
"1999- 02- 22","2,342.01","2,293.33","2,342.41","2,275.60","","2.56%"
"1999- 02- 19","2,283.60","2,276.61","2,291.41","2,260.55","","1.02%"
"1999- 02- 18","2,260.55","2,269.03","2,273.08","2,224.21","","0.52%"
"1999- 02- 17","2,248.91","2,277.58","2,304.72","2,242.27","","-2.81%"
"1999- 02- 16","2,313.87","2,361.22","2,368.41","2,300.52","","-0.35%"
"1999- 02- 12","2,321.89","2,375.99","2,379.00","2,319.74","","-3.48%"
"1999- 02- 11","2,405.55","2,339.02","2,405.76","2,326.19","","4.16%"
"1999- 02- 10","2,309.50","2,304.25","2,338.15","2,289.90","","-0.06%"
"1999- 02- 09","2,310.79","2,403.95","2,403.95","2,310.64","","-3.91%"
"1999- 02- 08","2,404.92","2,405.31","2,414.98","2,358.05","","1.32%"
"1999- 02- 05","2,373.62","2,419.93","2,421.43","2,346.82","","-1.51%"
"1999- 02- 04","2,410.07","2,496.49","2,496.52","2,409.99","","-3.34%"
"1999- 02- 03","2,493.41","2,453.23","2,493.58","2,448.55","","1.22%"
"1999- 02- 02","2,463.42","2,512.12","2,512.12","2,442.93","","-1.86%"
"1999- 02- 01","2,510.09","2,522.38","2,533.44","2,500.35","","0.17%"
"1999- 01- 29","2,505.89","2,486.28","2,506.68","2,454.71","","1.15%"
"1999- 01- 28","2,477.34","2,442.52","2,477.47","2,407.14","","2.92%"
"1999- 01- 27","2,407.14","2,455.25","2,464.12","2,406.78","","-1.08%"
"1999- 01- 26","2,433.41","2,388.97","2,434.37","2,384.63","","2.71%"
"1999- 01- 25","2,369.31","2,363.48","2,369.69","2,328.74","","1.30%"
"1999- 01- 22","2,338.88","2,309.34","2,365.11","2,303.82","","-0.25%"
"1999- 01- 21","2,344.72","2,403.52","2,403.52","2,335.75","","-2.93%"
"1999- 01- 20","2,415.49","2,451.43","2,474.38","2,414.81","","0.30%"
"1999- 01- 19","2,408.17","2,390.93","2,408.43","2,348.20","","2.55%"
"1999- 01- 15","2,348.20","2,292.30","2,348.72","2,292.30","","3.14%"
"1999- 01- 14","2,276.82","2,337.31","2,338.29","2,276.36","","-1.73%"
"1999- 01- 13","2,316.81","2,222.28","2,353.33","2,205.69","","-0.17%"
"1999- 01- 12","2,320.75","2,395.90","2,396.30","2,320.21","","-2.68%"
"1999- 01- 11","2,384.59","2,373.97","2,384.72","2,348.24","","1.71%"
"1999- 01- 08","2,344.41","2,363.80","2,369.55","2,314.95","","0.79%"
"1999- 01- 07","2,326.09","2,293.27","2,333.70","2,284.24","","0.23%"
"1999- 01- 06","2,320.86","2,286.13","2,320.95","2,286.13","","3.09%"
"1999- 01- 05","2,251.27","2,207.75","2,251.77","2,206.49","","1.96%"
"1999- 01- 04","2,208.05","2,207.54","2,233.57","2,192.68","","0.70%"
"1998- 12- 31","2,192.69","2,169.38","2,200.63","2,165.74","","1.19%"
"1998- 12- 30","2,166.95","2,181.34","2,196.64","2,160.93","","-0.68%"
"1998- 12- 29","2,181.77","2,184.43","2,186.15","2,161.83","","0.07%"
"1998- 12- 28","2,180.30","2,178.24","2,190.11","2,163.04","","0.80%"
"1998- 12- 24","2,163.03","2,171.30","2,171.30","2,162.67","","-0.44%"
"1998- 12- 23","2,172.54","2,149.28","2,172.57","2,134.26","","2.43%"
"1998- 12- 22","2,120.98","2,144.22","2,144.61","2,105.54","","-0.80%"
"1998- 12- 21","2,138.03","2,107.24","2,143.81","2,104.19","","2.49%"
"1998- 12- 18","2,086.14","2,057.77","2,086.14","2,055.83","","2.07%"
"1998- 12- 17","2,043.88","2,014.78","2,043.89","2,014.78","","1.72%"
"1998- 12- 16","2,009.36","2,023.32","2,027.19","1,996.84","","-0.16%"
"1998- 12- 15","2,012.60","1,984.91","2,012.65","1,981.26","","2.32%"
"1998- 12- 14","1,966.92","2,013.43","2,029.36","1,962.06","","-3.07%"
"1998- 12- 11","2,029.31","2,012.87","2,035.03","2,004.99","","0.66%"
"1998- 12- 10","2,015.96","2,051.59","2,058.37","2,015.72","","-1.68%"
"1998- 12- 09","2,050.42","2,045.16","2,052.71","2,031.88","","0.77%"
"1998- 12- 08","2,034.75","2,042.60","2,060.98","2,018.15","","-0.29%"
"1998- 12- 07","2,040.64","2,009.98","2,040.88","2,007.35","","1.87%"
"1998- 12- 04","2,003.16","1,984.39","2,003.16","1,975.06","","2.50%"
"1998- 12- 03","1,954.33","1,995.29","2,012.79","1,954.31","","-2.05%"
"1998- 12- 02","1,995.21","1,995.96","2,005.79","1,973.20","","-0.43%"
"1998- 12- 01","2,003.75","1,928.51","2,003.88","1,924.15","","2.78%"
"1998- 11- 30","1,949.54","2,023.66","2,025.04","1,949.54","","-3.32%"
"1998- 11- 27","2,016.44","1,994.91","2,016.52","1,985.21","","1.57%"
"1998- 11- 25","1,985.21","1,973.64","1,985.21","1,957.98","","0.98%"
"1998- 11- 24","1,965.88","1,972.91","1,988.45","1,965.38","","-0.58%"
"1998- 11- 23","1,977.42","1,937.82","1,977.81","1,928.20","","2.55%"
"1998- 11- 20","1,928.21","1,935.65","1,936.10","1,915.75","","0.44%"
"1998- 11- 19","1,919.68","1,904.00","1,930.34","1,897.42","","1.17%"
"1998- 11- 18","1,897.44","1,878.26","1,898.24","1,876.41","","1.01%"
"1998- 11- 17","1,878.52","1,857.60","1,887.53","1,845.81","","0.90%"
"1998- 11- 16","1,861.68","1,868.44","1,877.85","1,844.07","","0.74%"
"1998- 11- 13","1,847.99","1,843.67","1,859.97","1,842.52","","-0.17%"
"1998- 11- 12","1,851.06","1,853.24","1,862.11","1,843.54","","-0.59%"
"1998- 11- 11","1,862.11","1,888.22","1,892.54","1,859.36","","-0.19%"
"1998- 11- 10","1,865.62","1,859.23","1,875.57","1,847.01","","0.25%"
"1998- 11- 09","1,861.05","1,857.65","1,867.50","1,843.98","","0.24%"
"1998- 11- 06","1,856.56","1,834.80","1,857.95","1,833.75","","1.06%"
"1998- 11- 05","1,837.10","1,812.69","1,838.50","1,808.08","","0.74%"
"1998- 11- 04","1,823.57","1,807.88","1,826.78","1,788.21","","1.96%"
"1998- 11- 03","1,788.43","1,798.28","1,800.92","1,779.38","","-0.69%"
"1998- 11- 02","1,800.91","1,783.71","1,801.27","1,771.40","","1.67%"
"1998- 10- 30","1,771.39","1,768.70","1,781.63","1,757.20","","0.81%"
"1998- 10- 29","1,757.19","1,734.96","1,758.14","1,729.29","","1.14%"
"1998- 10- 28","1,737.35","1,710.28","1,738.37","1,708.40","","1.15%"
"1998- 10- 27","1,717.63","1,740.84","1,753.61","1,717.22","","-0.43%"
"1998- 10- 26","1,724.98","1,706.18","1,725.34","1,693.86","","1.84%"
"1998- 10- 23","1,693.86","1,699.19","1,710.65","1,690.31","","-0.52%"
"1998- 10- 22","1,702.64","1,672.03","1,702.73","1,663.22","","1.67%"
"1998- 10- 21","1,674.75","1,657.75","1,675.40","1,635.59","","2.17%"
"1998- 10- 20","1,639.19","1,661.83","1,688.16","1,638.53","","-0.58%"
"1998- 10- 19","1,648.73","1,618.14","1,649.54","1,613.85","","1.71%"
"1998- 10- 16","1,620.95","1,625.24","1,634.74","1,611.02","","0.62%"
"1998- 10- 15","1,611.01","1,541.80","1,611.43","1,538.59","","4.55%"
"1998- 10- 14","1,540.97","1,502.18","1,553.00","1,496.59","","2.09%"
"1998- 10- 13","1,509.45","1,541.13","1,547.05","1,504.70","","-2.37%"
"1998- 10- 12","1,546.08","1,528.49","1,560.25","1,492.49","","3.59%"
"1998- 10- 09","1,492.49","1,447.34","1,493.54","1,419.11","","5.17%"
"1998- 10- 08","1,419.12","1,420.94","1,462.60","1,357.09","","-2.97%"
"1998- 10- 07","1,462.61","1,504.58","1,523.03","1,449.06","","-3.20%"
"1998- 10- 06","1,510.89","1,570.50","1,577.87","1,500.60","","-1.68%"
"1998- 10- 05","1,536.69","1,591.17","1,614.98","1,511.15","","-4.85%"
"1998- 10- 02","1,614.98","1,609.45","1,623.42","1,569.06","","0.16%"
"1998- 10- 01","1,612.33","1,663.30","1,693.84","1,606.61","","-4.81%"
"1998- 09- 30","1,693.84","1,716.71","1,734.05","1,686.10","","-2.32%"
"1998- 09- 29","1,734.05","1,745.40","1,750.10","1,719.95","","-0.30%"
"1998- 09- 28","1,739.22","1,757.90","1,769.71","1,725.65","","-0.25%"
"1998- 09- 25","1,743.59","1,705.49","1,744.06","1,697.64","","1.35%"
"1998- 09- 24","1,720.34","1,753.19","1,768.36","1,713.77","","-2.27%"
"1998- 09- 23","1,760.27","1,711.67","1,760.35","1,697.81","","3.68%"
"1998- 09- 22","1,697.80","1,693.53","1,702.94","1,680.43","","1.03%"
"1998- 09- 21","1,680.43","1,630.11","1,680.43","1,615.33","","1.00%"
"1998- 09- 18","1,663.77","1,658.08","1,664.62","1,644.46","","1.06%"
"1998- 09- 17","1,646.25","1,646.19","1,689.91","1,637.05","","-2.58%"
"1998- 09- 16","1,689.91","1,684.03","1,693.80","1,672.32","","0.70%"
"1998- 09- 15","1,678.11","1,658.65","1,678.24","1,651.91","","0.75%"
"1998- 09- 14","1,665.69","1,660.31","1,677.90","1,641.64","","1.46%"
"1998- 09- 11","1,641.66","1,599.80","1,642.08","1,585.28","","3.55%"
"1998- 09- 10","1,585.33","1,592.96","1,624.54","1,568.23","","-2.41%"
"1998- 09- 09","1,624.55","1,658.50","1,666.73","1,624.39","","-2.19%"
"1998- 09- 08","1,660.86","1,623.95","1,660.92","1,566.52","","6.02%"
"1998- 09- 04","1,566.52","1,586.33","1,593.92","1,543.63","","-0.34%"
"1998- 09- 03","1,571.86","1,572.44","1,594.55","1,552.27","","-1.32%"
"1998- 09- 02","1,592.85","1,590.02","1,627.09","1,575.09","","1.13%"
"1998- 09- 01","1,575.09","1,509.01","1,577.51","1,475.49","","5.06%"
"1998- 08- 31","1,499.25","1,646.75","1,655.19","1,498.73","","-8.56%"
"1998- 08- 28","1,639.68","1,690.07","1,699.69","1,624.00","","-2.77%"
"1998- 08- 27","1,686.41","1,742.13","1,768.14","1,673.61","","-4.62%"
"1998- 08- 26","1,768.13","1,776.91","1,798.24","1,762.42","","-1.67%"
